lookup_id,sku_brand,fill_style_id,fill_style_name,fill_style_name_grouping,fill_sku_shopify,fill_barcode
4493,GFD437-VMP1-4,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275259475,197217777983
4494,GFD437-VMP1-6,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275390547,197217777990
4495,GFD437-VMP1-8,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275718227,197217778003
4496,GFD437-VMP1-10,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275423315,197217777846
4497,GFD437-VMP1-12,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42415006810195,197217777853
4498,GFD437-VMP1-14,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275456083,197217777860
4499,GFD437-VMP1-15,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42415006842963,197217777877
4500,GFD437-VMP1-16,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275488851,197217777884
4501,GFD437-VMP1-18,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42415006875731,197217777891
4502,GFD437-VMP1-20,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275521619,197217777914
4503,GFD437-VMP1-22,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275619923,197217777921
4504,GFD437-VMP1-24,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275292243,197217777938
4505,GFD437-VMP1-26,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275554387,197217777945
4506,GFD437-VMP1-28,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275685459,197217777952
4507,GFD437-VMP1-30,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42416275587155,197217777969
4508,GFD437-VMP1-32,7509327052883,GOOD CLASSIC BOOTCUT FAUX LEATHER PANTS,Good Classic Bootcut,42415006777427,197217777976
465,GCB47SBTE-K001-00,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572845785171,197217084814
466,GCB47SBTE-K001-0,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572845817939,197217084678
467,GCB47SBTE-K001-2,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572845850707,197217084685
468,GCB47SBTE-K001-4,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572845883475,197217084692
469,GCB47SBTE-K001-6,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572845916243,197217084708
470,GCB47SBTE-K001-8,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572845949011,197217084715
471,GCB47SBTE-K001-10,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572845981779,197217084722
472,GCB47SBTE-K001-12,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846014547,197217084739
473,GCB47SBTE-K001-14,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846047315,197217084746
474,GCB47SBTE-K001-15,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846080083,197217084821
475,GCB47SBTE-K001-16,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846112851,197217084753
476,GCB47SBTE-K001-18,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846145619,197217084760
477,GCB47SBTE-K001-20,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846178387,197217084777
478,GCB47SBTE-K001-22,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846211155,197217084784
479,GCB47SBTE-K001-24,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846243923,197217084791
480,GCB47SBTE-K001-26,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846276691,197217084807
481,GCB47SBTE-K001-28,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846309459,197217084838
482,GCB47SBTE-K001-30,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40572846342227,197217084845
483,GCB47SBTE-K001-32,6958505590867,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,41211044659283,197217353842
152248,GCLB900T-I1128-00,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494176851,197217813063
152249,GCLB900T-I1128-0,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494537299,197217813056
152250,GCLB900T-I1128-2,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494144083,197217813131
152251,GCLB900T-I1128-4,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494438995,197217813216
152252,GCLB900T-I1128-6,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494111315,197217813223
152253,GCLB900T-I1128-8,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494406227,197217813230
152254,GCLB900T-I1128-10,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494078547,197217813070
152255,GCLB900T-I1128-12,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494373459,197217813087
152256,GCLB900T-I1128-14,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494045779,197217813094
152257,GCLB900T-I1128-15,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494340691,197217813100
152258,GCLB900T-I1128-16,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494013011,197217813117
152259,GCLB900T-I1128-18,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494307923,197217813124
152260,GCLB900T-I1128-20,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494602835,197217813148
152261,GCLB900T-I1128-22,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494275155,197217813155
152262,GCLB900T-I1128-24,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494570067,197217813162
152263,GCLB900T-I1128-26,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494242387,197217813179
152264,GCLB900T-I1128-28,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494471763,197217813186
152265,GCLB900T-I1128-30,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494209619,197217813193
152266,GCLB900T-I1128-32,7588750852179,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42655494504531,197217813209
3279,GCLB395T-I960-00,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488429139,197217736744
3280,GCLB395T-I960-0,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488068691,197217736737
3281,GCLB395T-I960-2,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488461907,197217736812
3282,GCLB395T-I960-4,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488101459,197217736898
3283,GCLB395T-I960-6,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488494675,197217736904
3284,GCLB395T-I960-8,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488134227,197217736911
3285,GCLB395T-I960-10,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488527443,197217736751
3286,GCLB395T-I960-12,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488166995,197217736768
3287,GCLB395T-I960-14,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488232531,197217736775
3288,GCLB395T-I960-15,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488658515,197217736782
3289,GCLB395T-I960-16,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488265299,197217736799
3290,GCLB395T-I960-18,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488625747,197217736805
3291,GCLB395T-I960-20,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488298067,197217736829
3292,GCLB395T-I960-22,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488199763,197217736836
3293,GCLB395T-I960-24,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488330835,197217736843
3294,GCLB395T-I960-26,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488560211,197217736850
3295,GCLB395T-I960-28,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488363603,197217736867
3296,GCLB395T-I960-30,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488592979,197217736874
3297,GCLB395T-I960-32,7454716788819,GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42225488396371,197217736881
941,GCB014TE-I254-00,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252147795,197217683659
942,GCB014TE-I254-0,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252344403,197217683642
943,GCB014TE-I254-2,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252115027,197217683727
944,GCB014TE-I254-4,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252311635,197217683802
945,GCB014TE-I254-6,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252082259,197217683819
946,GCB014TE-I254-8,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252213331,197217683826
947,GCB014TE-I254-10,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252049491,197217683666
948,GCB014TE-I254-12,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100251918419,197217683673
949,GCB014TE-I254-14,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252016723,197217683680
950,GCB014TE-I254-15,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100251885651,197217683697
951,GCB014TE-I254-16,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100251983955,197217683703
952,GCB014TE-I254-18,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100251852883,197217683710
953,GCB014TE-I254-20,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100251951187,197217683734
954,GCB014TE-I254-22,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100251820115,197217683741
955,GCB014TE-I254-24,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252180563,197217683758
956,GCB014TE-I254-26,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252409939,197217683765
957,GCB014TE-I254-28,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252278867,197217683772
958,GCB014TE-I254-30,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252377171,197217683789
959,GCB014TE-I254-32,7423205605459,COMPRESSION GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,42100252246099,197217683796
629,GCLBAF478T-I448-A,6866432098387,ALWAYS FITS GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40303713124435,019695417901
630,GCLBAF478T-I448-B,6866432098387,ALWAYS FITS GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40303713157203,019695417918
631,GCLBAF478T-I448-C,6866432098387,ALWAYS FITS GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40303713189971,019695417925
632,GCLBAF478T-I448-D,6866432098387,ALWAYS FITS GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40303713222739,019695417932
633,GCLBAF478T-I448-E,6866432098387,ALWAYS FITS GOOD CLASSIC BOOTCUT JEANS,Good Classic Bootcut,40303713255507,019695417949
154126,GCB47SBTPK-K001-00,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549191763,197217706068
154127,GCB47SBTPK-K001-0,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549683283,197217706051
154128,GCB47SBTPK-K001-2,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549519443,197217706136
154129,GCB47SBTPK-K001-4,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549650515,197217706211
154130,GCB47SBTPK-K001-6,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549257299,197217706228
154131,GCB47SBTPK-K001-8,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549617747,197217706235
154132,GCB47SBTPK-K001-10,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549290067,197217706075
154133,GCB47SBTPK-K001-12,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549584979,197217706082
154134,GCB47SBTPK-K001-14,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549322835,197217706099
154135,GCB47SBTPK-K001-15,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549552211,197217706105
154136,GCB47SBTPK-K001-16,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549355603,197217706112
154137,GCB47SBTPK-K001-18,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549224531,197217706129
154138,GCB47SBTPK-K001-20,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549388371,197217706143
154139,GCB47SBTPK-K001-22,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549781587,197217706150
154140,GCB47SBTPK-K001-24,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549421139,197217706167
154141,GCB47SBTPK-K001-26,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549748819,197217706174
154142,GCB47SBTPK-K001-28,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549453907,197217706181
154143,GCB47SBTPK-K001-30,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549716051,197217706198
154144,GCB47SBTPK-K001-32,7426031550547,NEVER FADES GOOD CLASSIC SLIM BOOTCUT JEANS,Good Classic Slim Bootcut,42112549486675,197217706204
2693,GCLAF478T-I446-A,6866431475795,ALWAYS FITS GOOD CLASSIC SLIM STRAIGHT JEANS,Good Classic Slim Straight,40303710994515,019695417758
2694,GCLAF478T-I446-B,6866431475795,ALWAYS FITS GOOD CLASSIC SLIM STRAIGHT JEANS,Good Classic Slim Straight,40303711027283,019695417765
2695,GCLAF478T-I446-C,6866431475795,ALWAYS FITS GOOD CLASSIC SLIM STRAIGHT JEANS,Good Classic Slim Straight,40303711060051,019695417772
2696,GCLAF478T-I446-D,6866431475795,ALWAYS FITS GOOD CLASSIC SLIM STRAIGHT JEANS,Good Classic Slim Straight,40303711092819,019695417789
2697,GCLAF478T-I446-E,6866431475795,ALWAYS FITS GOOD CLASSIC SLIM STRAIGHT JEANS,Good Classic Slim Straight,40303711125587,019695417796
1830,GCOWB175BS-K354-00,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397781075,197217684038
1831,GCOWB175BS-K354-0,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397977683,197217684021
1832,GCOWB175BS-K354-2,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397748307,197217684106
1833,GCOWB175BS-K354-4,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397846611,197217684182
1834,GCOWB175BS-K354-6,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397715539,197217684199
1835,GCOWB175BS-K354-8,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397813843,197217684205
1836,GCOWB175BS-K354-10,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397682771,197217684045
1837,GCOWB175BS-K354-12,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108398174291,197217684052
1838,GCOWB175BS-K354-14,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397650003,197217684069
1839,GCOWB175BS-K354-15,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108398207059,197217684076
1840,GCOWB175BS-K354-16,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397617235,197217684083
1841,GCOWB175BS-K354-18,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108398010451,197217684090
1842,GCOWB175BS-K354-20,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108398141523,197217684113
1843,GCOWB175BS-K354-22,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397944915,197217684120
1844,GCOWB175BS-K354-24,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108398108755,197217684137
1845,GCOWB175BS-K354-26,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397912147,197217684144
1846,GCOWB175BS-K354-28,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108398075987,197217684151
1847,GCOWB175BS-K354-30,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108397879379,197217684168
1848,GCOWB175BS-K354-32,7425324286035,GOOD COWBOY BOOTCUT JEANS,Good Cowboy Bootcut,42108398043219,197217684175
143102,GSTBP828001-I998-00,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016673363,197217796014
143103,GSTBP828001-I998-0,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016575059,197217796007
143104,GSTBP828001-I998-2,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016706131,197217796083
143105,GSTBP828001-I998-4,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016607827,197217796168
143106,GSTBP828001-I998-6,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016738899,197217796175
143107,GSTBP828001-I998-8,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415017132115,197217796182
143108,GSTBP828001-I998-10,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016771667,197217796021
143109,GSTBP828001-I998-12,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415017164883,197217796038
143110,GSTBP828001-I998-14,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016804435,197217796045
143111,GSTBP828001-I998-15,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016640595,197217796052
143112,GSTBP828001-I998-16,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016837203,197217796069
143113,GSTBP828001-I998-18,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415017001043,197217796076
143114,GSTBP828001-I998-20,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016869971,197217796090
143115,GSTBP828001-I998-22,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016968275,197217796106
143116,GSTBP828001-I998-24,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016902739,197217796113
143117,GSTBP828001-I998-26,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415017066579,197217796120
143118,GSTBP828001-I998-28,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415016935507,197217796137
143119,GSTBP828001-I998-30,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415017099347,197217796144
143120,GSTBP828001-I998-32,7509327872083,GOOD COWBOY PETITE BOOTCUT JEANS,Good Cowboy Bootcut,42415017033811,197217796151
2812,GCST960T-I628-00,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609234003,197217417100
2813,GCST960T-I628-0,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609266771,197217416585
2814,GCST960T-I628-2,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609299539,197217420971
2815,GCST960T-I628-4,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609332307,197217425488
2816,GCST960T-I628-6,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609365075,197217426096
2817,GCST960T-I628-8,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609397843,197217426652
2818,GCST960T-I628-10,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609430611,197217417681
2819,GCST960T-I628-12,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609463379,197217418251
2820,GCST960T-I628-14,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609496147,197217418824
2821,GCST960T-I628-15,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609528915,197217419371
2822,GCST960T-I628-16,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609561683,197217419876
2823,GCST960T-I628-18,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609594451,197217420452
2824,GCST960T-I628-20,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609627219,197217421558
2825,GCST960T-I628-22,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609659987,197217422128
2826,GCST960T-I628-24,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609692755,197217422685
2827,GCST960T-I628-26,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609725523,197217423262
2828,GCST960T-I628-28,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609758291,197217423767
2829,GCST960T-I628-30,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609791059,197217424337
2830,GCST960T-I628-32,7084246401107,GOOD CURVE STRAIGHT JEANS,Good Curve Straight,41122609823827,197217424894
1394,GCST014004-I268-00,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964782163,197217801657
1395,GCST014004-I268-0,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964814931,197217801640
1396,GCST014004-I268-2,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964749395,197217801725
1397,GCST014004-I268-4,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964913235,197217801800
1398,GCST014004-I268-6,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964716627,197217801817
1399,GCST014004-I268-8,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964880467,197217801824
1400,GCST014004-I268-10,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964683859,197217801664
1401,GCST014004-I268-12,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460965077075,197217801671
1402,GCST014004-I268-14,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964651091,197217801688
1403,GCST014004-I268-15,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460965044307,197217801695
1404,GCST014004-I268-16,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964618323,197217801701
1405,GCST014004-I268-18,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460965011539,197217801718
1406,GCST014004-I268-20,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460965208147,197217801732
1407,GCST014004-I268-22,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964978771,197217801749
1408,GCST014004-I268-24,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460965175379,197217801756
1409,GCST014004-I268-26,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964946003,197217801763
1410,GCST014004-I268-28,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460965142611,197217801770
1411,GCST014004-I268-30,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460964847699,197217801787
1412,GCST014004-I268-32,7524329881683,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42460965109843,197217801794
1849,GCSTCS014T-I949-00,7454716985427,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42225491476563,197217738649
1850,GCSTCS014T-I949-0,7454716985427,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42225491345491,197217738632
1851,GCSTCS014T-I949-2,7454716985427,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42225491279955,197217738717
1852,GCSTCS014T-I949-4,7454716985427,GOOD CURVE STRAIGHT COMPRESSION JEANS,Good Curve Straight,42225491542099,197217738793
